title,country,location,building_construction_year,building_total_floors,apartment_floor,apartment_rooms,apartment_bedrooms,apartment_bathrooms,apartment_total_area,apartment_living_area,price_in_USD,image,url
"4 room apartment 132 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,,,4.0,,1.0,132 m²,,282601.0,https://realting.com/uploads/bigSlider/312/89ae6ed28fa44ee062482cdb763e2.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707143
"1 room apartment 45 m² in Kolasin, Montenegro",Montenegro,"Kolasin, Kolašin Municipality, Montenegro",,,,,1.0,1.0,45 m²,,279647.0,https://realting.com/uploads/bigSlider/dac/94a2085df842deb0854332aa91507.webp,https://realting.com/property-for-sale/montenegro/leo-estate/1672847
"3 room apartment 100 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,100 m²,,197909.0,https://realting.com/uploads/bigSlider/741/f8cd9e6823233.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1556281
"Multilevel apartments 3 bedrooms 95 m² in Bar, Montenegro",Montenegro,"Bar, Bar Municipality, Montenegro",,,5.0,4.0,3.0,2.0,95 m²,,271868.0,https://realting.com/uploads/bigSlider/da3/32baaf0608af4412e024c4e5b0e7f.webp,https://realting.com/property-for-sale/montenegro/peters-group-real-estate/1749586
"2 room apartment 100 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",,,,,2.0,2.0,100 m²,,268143.0,https://realting.com/uploads/bigSlider/3cc/cad191e186b59.webp,https://realting.com/property-for-sale/montenegro/dream-estates-montenegro/1272225
"2 room apartment 108 m² in Kotor, Montenegro",Montenegro,"Kotor, Kotor Municipality, Montenegro",,,,,2.0,,108 m²,,307601.0,https://realting.com/uploads/bigSlider/b43/bb26c8a516b916731f4eeae671eaa.webp,https://realting.com/property-for-sale/montenegro/zuma-real-estate-ltd/1363931
"1 room apartment 64 m² in Tivat, Montenegro",Montenegro,"Tivat, Tivat Municipality, Montenegro",,,,1.0,1.0,,64 m²,64 m²,316296.0,https://realting.com/uploads/bigSlider/faf/fde9c77c0916be6ab9d1e9d1cbf23.webp,https://realting.com/property-for-sale/montenegro/vector-estate-montenegro/1760780
"4 room apartment 168 m² in Montenegro, Montenegro",Montenegro,Montenegro,,,,,4.0,,168 m²,,303036.0,https://realting.com/uploads/bigSlider/392/d4425d4ccb59b.webp,https://realting.com/property-for-sale/montenegro/tradegoria/1520407
"1 room apartment 44 m² in Rafailovici, Montenegro",Montenegro,"Rafailovici, Sveti Stefan, Budva Municipality, Montenegro",,9.0,6.0,2.0,1.0,1.0,44 m²,,214349.0,https://realting.com/uploads/bigSlider/6cb/0c99e5012b767.webp,https://realting.com/property-for-sale/montenegro/red-feniks-montenegro/1297116
"2 room apartment 85 m² in Rafailovici, Montenegro",Montenegro,"Rafailovici, Sveti Stefan, Budva Municipality, Montenegro",,,,,2.0,,85 m²,,271732.0,https://realting.com/uploads/bigSlider/fed/ecd8e26ada6ad89768084d2860944.webp,https://realting.com/property-for-sale/montenegro/zuma-real-estate-ltd/1363698
"2 room apartment 79 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Yashnabad District, Uzbekistan",,16.0,4.0,3.0,2.0,1.0,79 m²,,93589.0,https://realting.com/uploads/bigSlider/777/ca9de5fd7cf6e84df2ba0b586f90f.webp,https://realting.com/uzbekistan/property/1760037
"2 room apartment 58 m² in Mirzo Ulugbek district, Uzbekistan",Uzbekistan,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",,10.0,4.0,2.0,,,58 m²,,120000.0,https://realting.com/uploads/bigSlider/77b/f45d3fbac9a5f841ca06ca6f58e25.webp,https://realting.com/uzbekistan/property/1765320
"2 room apartment 92 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Yashnabad District, Uzbekistan",,8.0,3.0,3.0,2.0,2.0,92 m²,,110000.0,https://realting.com/uploads/bigSlider/b9f/2f83efe28efc8ae9845ec4243e4f3.webp,https://realting.com/uzbekistan/property/1764568
"3 room apartment 90 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,11.0,11.0,3.0,,,90 m²,,302685.0,https://realting.com/uploads/bigSlider/994/accd6213b3327.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540067
"3 room apartment 105 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2023.0,12.0,12.0,4.0,3.0,2.0,105 m²,,290210.0,https://realting.com/uploads/bigSlider/4cc/332b4b2e5e463.webp,https://realting.com/property-for-sale/turkey/rieltor-bez-granic/1548462
"2 room apartment 50 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,2.0,,,50 m²,,339135.0,https://realting.com/uploads/bigSlider/723/02d5acbe67423.webp,https://realting.com/property-for-sale/turkey/zera-homes/1488511
"3 room apartment 150 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",,6.0,2.0,4.0,3.0,2.0,150 m²,,251080.0,https://realting.com/uploads/bigSlider/8b7/95f4c281ebe8a7ba90a03592d9a41.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1750527
"1 room apartment  in Evliya Celebi Mahallesi, Turkey",Turkey,"Marmara Region, Evliya Celebi Mahallesi, Turkey",,,,2.0,1.0,1.0,,76 m²,305605.0,https://realting.com/uploads/bigSlider/e64/9a38b46239c57.webp,https://realting.com/property-for-sale/turkey/realty-group/1533929
"Penthouse 2 bedrooms 135 m² in Mahmutlar, Turkey",Turkey,"Mahmutlar, Mediterranean Region, Alanya, Turkey",2024.0,9.0,,3.0,2.0,2.0,135 m²,117 m²,266297.0,https://realting.com/uploads/bigSlider/507/e328ef5e4492402092b9e6c2b8525.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1730828
"3 room apartment 85 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,2.0,2.0,3.0,,,85 m²,,180447.0,https://realting.com/uploads/bigSlider/7a4/c0bd9be0342e3.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538567
"4 room apartment 110 m² in Payallar, Turkey",Turkey,"Payallar, Mediterranean Region, Alanya, Turkey",2023.0,,,4.0,,1.0,110 m²,,210864.0,https://realting.com/uploads/bigSlider/352/82d3644545db6ad033022fd694e1d.webp,https://realting.com/property-for-sale/turkey/ip-puh-elena-yurevna/1707119
"2 room apartment 82 m² in Sustas, Montenegro",Montenegro,"Sustas, Bar Municipality, Montenegro",,,,,2.0,2.0,82 m²,,244559.0,https://realting.com/uploads/bigSlider/41c/a838a2d2d67ab972522d1383e3991.webp,https://realting.com/property-for-sale/montenegro/dream-estates-montenegro/1664428
"3 room apartment 96 m² in Montenegro, Montenegro",Montenegro,Montenegro,,,,,3.0,,96 m²,,325970.0,https://realting.com/uploads/bigSlider/b4e/ce66cc2c21c35.webp,https://realting.com/property-for-sale/montenegro/tradegoria/1151494
"1 room apartment 65 m² in Tivat, Montenegro",Montenegro,"Tivat, Tivat Municipality, Montenegro",,,,1.0,1.0,,65 m²,65 m²,271732.0,https://realting.com/uploads/bigSlider/63a/0015775c4e569030a4a71536c0db4.webp,https://realting.com/property-for-sale/montenegro/vector-estate-montenegro/1760783
"2 room apartment 80 m² in Herceg Novi, Montenegro",Montenegro,"Herceg Novi, Montenegro",,,,,2.0,,80 m²,,,https://realting.com/uploads/bigSlider/674/e13ff17956ea76ebea48f7d51bf73.webp,https://realting.com/property-for-sale/montenegro/estate-monte-group/1570017
"2 room apartment 71 m² in Montenegro, Montenegro",Montenegro,Montenegro,,,,,2.0,,71 m²,,293471.0,https://realting.com/uploads/bigSlider/09f/e7692a5aa119c41676651392fcf5c.webp,https://realting.com/property-for-sale/montenegro/tradegoria/705685
"3 room apartment 126 m² in Kotor, Montenegro",Montenegro,"Kotor, Kotor Municipality, Montenegro",,,,,3.0,3.0,126 m²,,288036.0,https://realting.com/uploads/bigSlider/a18/da7a8b941057f.webp,https://realting.com/property-for-sale/montenegro/montbel-d-o-o/407938
"2 room apartment 57 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Yashnabad District, Uzbekistan",,16.0,3.0,2.0,2.0,1.0,57 m²,,83864.0,https://realting.com/uploads/bigSlider/777/ca9de5fd7cf6e84df2ba0b586f90f.webp,https://realting.com/uzbekistan/property/1760160
"1 room apartment 69 m² in Mirzo Ulugbek district, Uzbekistan",Uzbekistan,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",,16.0,14.0,1.0,,,69 m²,,91509.0,https://realting.com/uploads/bigSlider/743/4b4fc6bc9e06882c4d18c8544f68c.webp,https://realting.com/uzbekistan/property/1760496
"1 room apartment 52 m² in Mirzo Ulugbek district, Uzbekistan",Uzbekistan,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",,25.0,8.0,2.0,1.0,1.0,52 m²,,125000.0,https://realting.com/uploads/bigSlider/2a2/dd8915af78bf474d0686581d75411.webp,https://realting.com/uzbekistan/property/1764714
"Multilevel apartments 4 rooms 96 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Yashnabad District, Uzbekistan",,8.0,1.0,4.0,,,96 m²,,115000.0,https://realting.com/uploads/bigSlider/8a4/481b41eb008fa222d21906b36e08c.webp,https://realting.com/uzbekistan/property/1767020
"2 room apartment 43 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2021.0,,2.0,2.0,,1.0,43 m²,,298905.0,https://realting.com/uploads/bigSlider/83d/3438cdcc93437.webp,https://realting.com/property-for-sale/turkey/liga-real-estate/1627413
"2 room apartment 100 m² in Antalya, Turkey",Turkey,"Mediterranean Region, Antalya, Turkey",2014.0,5.0,,3.0,2.0,1.0,100 m²,75 m²,249993.0,https://realting.com/uploads/bigSlider/61d/0d8eed4322a149799f19558a0bb92.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1732159
"6 room apartment 275 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,6.0,,,275 m²,,320147.0,https://realting.com/uploads/bigSlider/918/86556d98979b5.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542027
"4 room apartment 190 m² in Istanbul, Turkey",Turkey,"Marmara Region, Istanbul, Turkey",,,,1.0,4.0,4.0,190 m²,,300000.0,https://realting.com/uploads/bigSlider/381/f6100c7c2fdc7.webp,https://realting.com/property-for-sale/turkey/trem-global/1272841
"1 room apartment 70 m² in Istanbul, Turkey",Turkey,"Marmara Region, Istanbul, Turkey",2025.0,14.0,,2.0,1.0,1.0,70 m²,,241298.0,https://realting.com/uploads/bigSlider/e10/1c882590db7f60b750b8fb2b7e3f9.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751459
"Apartment 70 m² in Yokuslu, Turkey",Turkey,"Yokuslu, Southeastern Anatolia Region, Dicle, Turkey",,4.0,4.0,,,,70 m²,,178028.0,https://realting.com/uploads/bigSlider/85f/851f407d27678ac1853dba2fa8bcd.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1699765
"3 room apartment 110 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,3.0,,,110 m²,,158751.0,https://realting.com/uploads/bigSlider/a5e/a497ce018a52f.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1540506
"2 room apartment 61 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",,,2.0,3.0,2.0,,61 m²,,216514.0,https://realting.com/uploads/bigSlider/2ae/926694e49e4e3.webp,https://realting.com/property-for-sale/montenegro/red-feniks-montenegro/1657318
"1 room apartment 74 m² in Przno, Montenegro",Montenegro,"Przno, Sveti Stefan, Budva Municipality, Montenegro",,,,,1.0,,74 m²,,271732.0,https://realting.com/uploads/bigSlider/062/a43c2c8091736bc233ad1bdd31766.webp,https://realting.com/property-for-sale/montenegro/zuma-real-estate-ltd/1558432
"2 room apartment 68 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",,,,,2.0,,68 m²,,271732.0,https://realting.com/uploads/bigSlider/7c1/a0c7eaad2e3c2e31c0487dde84eaf.webp,https://realting.com/property-for-sale/montenegro/estate-monte-group/1733856
"2 room apartment 250 m² in Bar, Montenegro",Montenegro,"Bar, Bar Municipality, Montenegro",,,,,2.0,,250 m²,,282601.0,https://realting.com/uploads/bigSlider/a75/57ddbfda00d72003662807b4274fa.webp,https://realting.com/property-for-sale/montenegro/zuma-real-estate-ltd/1363895
"2 room apartment 60 m² in Kolašin Municipality, Montenegro",Montenegro,"Kolašin Municipality, Montenegro",,,,,2.0,1.0,60 m²,,308748.0,https://realting.com/uploads/bigSlider/7c0/507176cc8927f.webp,https://realting.com/property-for-sale/montenegro/a-place-in-montenegro/794031
"2 room apartment 97 m² in Prcanj, Montenegro",Montenegro,"Prcanj, Kotor Municipality, Montenegro",,,,3.0,2.0,3.0,97 m²,,255739.0,https://realting.com/uploads/bigSlider/188/35cae6fc362e008f390897f312136.webp,https://realting.com/property-for-sale/montenegro/first-realty/1707506
"2 room apartment 78 m² in Budva, Montenegro",Montenegro,"Budva, Bar, Bar Municipality, Montenegro",,,,2.0,,,78 m²,,285862.0,https://realting.com/uploads/bigSlider/c6d/892435a13e5e3.webp,https://realting.com/property-for-sale/montenegro/westhill-property-d-o-o/1418927
"1 room studio apartment 43 m² in Mirzo Ulugbek district, Uzbekistan",Uzbekistan,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",2024.0,9.0,3.0,1.0,,1.0,43 m²,,92767.0,https://realting.com/uploads/bigSlider/3aa/bc3983b62cd39c960adff8a58f963.webp,https://realting.com/uzbekistan/property/1717516
"3 room apartment 76 m² in Mirzo Ulugbek district, Uzbekistan",Uzbekistan,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",,16.0,4.0,3.0,,,76 m²,,102397.0,https://realting.com/uploads/bigSlider/743/4b4fc6bc9e06882c4d18c8544f68c.webp,https://realting.com/uzbekistan/property/1760515
"1 room apartment 33 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Chilanzar district, Uzbekistan",2023.0,51.0,,1.0,1.0,1.0,33 m²,,,https://realting.com/uploads/bigSlider/255/3ad3e8a6258ab.webp,https://realting.com/uzbekistan/property/1463830
"2 room apartment 120 m² in Akarca, Turkey",Turkey,"Akarca, Central Anatolia Region, Turkey",,9.0,7.0,3.0,2.0,,120 m²,,274993.0,https://realting.com/uploads/bigSlider/2da/e309745a0673faf1726acf3e305ba.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751244
"1 room apartment 70 m² in Marmara Region, Turkey",Turkey,"Marmara Region, Turkey",,,,2.0,1.0,1.0,70 m²,,321900.0,https://realting.com/uploads/bigSlider/ae4/35080edeb3a33.webp,https://realting.com/property-for-sale/turkey/partners-global/809523
"5 room apartment 185 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,3.0,3.0,5.0,,,185 m²,,291043.0,https://realting.com/uploads/bigSlider/2d4/556564daab507.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542315
"2 room apartment 95 m² in Karakocali, Turkey",Turkey,"Karakocali, Mediterranean Region, Alanya, Turkey",2022.0,4.0,,3.0,2.0,2.0,95 m²,82 m²,288036.0,https://realting.com/uploads/bigSlider/67a/3b1bcaad4bb849a9568077f47e1ed.webp,https://realting.com/property-for-sale/turkey/tekce-overseas/1731875
"3 room apartment 120 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",,4.0,4.0,3.0,,,120 m²,,227013.0,https://realting.com/uploads/bigSlider/c46/099e4593c3ccf.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1542114
"2 room apartment 93 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Sekerhane Mahallesi, Alanya, Turkey",2020.0,4.0,4.0,3.0,2.0,1.0,93 m²,75 m²,248071.0,https://realting.com/uploads/bigSlider/638/7b098678a9e27.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1584787
"2 room apartment 79 m² in Montenegro, Montenegro",Montenegro,Montenegro,,,,,2.0,,79 m²,,211951.0,https://realting.com/uploads/bigSlider/539/1442b3bd7308f.webp,https://realting.com/property-for-sale/montenegro/tradegoria/125171
"3 room apartment 75 m² in Ciplakli, Turkey",Turkey,"Ciplakli, Mediterranean Region, Alanya, Turkey",,1.0,1.0,3.0,,,75 m²,,178330.0,https://realting.com/uploads/bigSlider/174/8dcaf162c6497.webp,https://realting.com/property-for-sale/turkey/renaissance-estate/1538355
"Apartment 62 m² in Becici, Montenegro",Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",,,,,,,62 m²,,188691.0,https://realting.com/uploads/bigSlider/072/01c81e70153bf01251ffbbad3d195.webp,https://realting.com/property-for-sale/montenegro/dream-estates-montenegro/1271694
"2 room apartment 89 m² in Morinj, Montenegro",Montenegro,"Morinj, Kotor Municipality, Montenegro",,,,,2.0,2.0,89 m²,,286623.0,https://realting.com/uploads/bigSlider/e59/cbc4c0ec8cc93.webp,https://realting.com/property-for-sale/montenegro/3-brd-consulting-doo/282553
"4 room apartment 196 m² in Bar, Montenegro",Montenegro,"Bar, Bar Municipality, Montenegro",,,,4.0,,,196 m²,,315209.0,https://realting.com/uploads/bigSlider/a74/2bbb841e1a933.webp,https://realting.com/property-for-sale/montenegro/westhill-property-d-o-o/1532002
"1 room apartment 79 m² in Becici, Montenegro",Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",2015.0,,,,1.0,1.0,79 m²,,249993.0,https://realting.com/uploads/bigSlider/a77/946b2b01b1a27.webp,https://realting.com/property-for-sale/montenegro/md-realty/289170
"3 room apartment 101 m² in Becici, Montenegro",Montenegro,"Becici, Sveti Stefan, Budva Municipality, Montenegro",,6.0,5.0,4.0,3.0,2.0,101 m²,,286881.0,https://realting.com/uploads/bigSlider/7a2/c84aab32c8e57.webp,https://realting.com/property-for-sale/montenegro/red-feniks-montenegro/1297433
"1 room studio apartment 43 m² in Mirzo Ulugbek district, Uzbekistan",Uzbekistan,"Mirzo Ulugbek district, Shaykhontohur Tumani, Uzbekistan",2024.0,7.0,4.0,1.0,,1.0,43 m²,,92767.0,https://realting.com/uploads/bigSlider/422/f3b9757ec65f906c18dfb7e0b7ce5.webp,https://realting.com/uzbekistan/property/1719905
"2 room apartment 76 m² in Dobrota, Montenegro",Montenegro,"Dobrota, Kotor Municipality, Montenegro",,,,,2.0,1.0,76 m²,,244559.0,https://realting.com/uploads/bigSlider/a7a/1a77abc39868fd3f3b3d12aa96d9f.webp,https://realting.com/property-for-sale/montenegro/md-realty/297549
"1 room apartment 76 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Chilanzar District, Uzbekistan",2025.0,11.0,8.0,2.0,1.0,1.0,76 m²,44 m²,90021.0,https://realting.com/uploads/bigSlider/276/01134eae08447ec4b371b6f01f9c2.webp,https://realting.com/uzbekistan/property/1717476
"2 room apartment 70 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Uzbekistan",,8.0,4.0,2.0,2.0,2.0,70 m²,,115000.0,https://realting.com/uploads/bigSlider/795/7d1d51cae5d62e8983d35891c9ba9.webp,https://realting.com/uzbekistan/property/1755744
"1 room apartment 65 m² in Tashkent, Uzbekistan",Uzbekistan,"Tashkent, Chilanzar District, Uzbekistan",,9.0,5.0,2.0,1.0,1.0,65 m²,,120000.0,https://realting.com/uploads/bigSlider/afe/ef07c195c8169e6c3c6e2c548ba56.webp,https://realting.com/uzbekistan/property/1757181
"2 room apartment 130 m² in Alanya, Turkey",Turkey,"Mediterranean Region, Alanya, Turkey",2014.0,9.0,8.0,1.0,2.0,2.0,130 m²,,294511.0,https://realting.com/uploads/bigSlider/2d2/2432d1d7ec0a1b88412b5badead02.webp,https://realting.com/property-for-sale/turkey/redtower-property/1747962
"2 room apartment 114 m² in Sancaktepe, Turkey",Turkey,"Sancaktepe, Marmara Region, Turkey",2024.0,12.0,,3.0,2.0,1.0,114 m²,,253254.0,https://realting.com/uploads/bigSlider/68f/330b0edc9a05762a1e2e15ba502e5.webp,https://realting.com/property-for-sale/turkey/premium-real-estate-nsm/1751196
